,Timestamp,Email address,Google_Score,Name,IITP webmail,Phone (10 digit only),roll,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,Score_after_negative,StatusAns
69,07-08-2021 12:20,roger_woods4015@tonsy.org,75.0 / 84.0,Roger Woods,roger_woods566@iitp.ac.in,9820521752,1401MM29,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D,75.0 / 84.0,"(25.0 , 0.0 , 3)"
70,07-08-2021 12:20,willow_rose3055@bungar.biz,39.0 / 84.0,Willow Rose,willow_rose6847@iitp.ac.in,6266206287,1401CB08,Option A,Option B,Option B,Option B,Option B,Option B,Option D,Option B,Option B,Option B,Option B,Option A,Option B,Option B,Option B,Option D,Option C,Option D,Option B,Option B,Option B,Option B,Option B,Option D,Option B,Option B,Option C,Option D,24.0 / 84.0,"(13.0 , 15.0 , 0)"
71,07-08-2021 12:20,nathan_skinner8568@iatim.tech,63.0 / 84.0,Nathan Skinner,nathan_skinner5086@iitp.ac.in,7568609247,1401CE48,Option A,Option D,Option B,Option C,Option C,Option C,Option D,,Option A,Option A,Option C,Option A,,,Option B,,Option C,Option D,Option B,,Option A,Option A,Option A,Option D,Option B,Option A,Option C,Option D,61.0 / 84.0,"(21.0 , 2.0 , 5)"
72,07-08-2021 12:20,paula_whitmore1361@muall.tech,30.0 / 84.0,Paula Whitmore,paula_whitmore3945@iitp.ac.in,9827089359,1401EE31,,,,Option C,Option A,Option C,Option C,Option D,Option C,Option D,Option D,Option A,Option D,Option D,Option B,,Option C,Option D,Option C,Option C,Option B,Option C,Option C,Option C,Option D,Option C,,,18.0 / 84.0,"(10.0 , 12.0 , 6)"
73,07-08-2021 12:20,matt_eastwood9634@elnee.tech,72.0 / 84.0,Matt Eastwood,matt_eastwood5481@iitp.ac.in,9563993118,1401ME63,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option A,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option D,Option A,Option D,Option B,Option A,Option C,Option B,68.0 / 84.0,"(24.0 , 4.0 , 0)"
74,07-08-2021 12:20,josh_nicholls1592@nanoff.biz,72.0 / 84.0,Josh Nicholls,josh_nicholls9208@iitp.ac.in,8176876030,1401CS80,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option C,Option A,Option B,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option B,Option A,Option A,Option D,Option B,Option A,Option C,Option D,68.0 / 84.0,"(24.0 , 4.0 , 0)"
75,07-08-2021 12:20,estrella_locke6325@kideod.biz,75.0 / 84.0,Estrella Locke,estrella_locke67@iitp.ac.in,6204292834,1401MM32,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option D,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,73.0 / 84.0,"(25.0 , 2.0 , 1)"
76,07-08-2021 12:20,kamila_weasley1858@famism.biz,51.0 / 84.0,Kamila Weasley,kamila_weasley2227@iitp.ac.in,9097974774,1401CS39,Option D,Option D,Option B,Option C,,Option C,Option D,Option D,Option C,Option D,Option C,Option A,Option B,Option D,Option B,Option C,Option C,Option D,Option B,Option D,Option D,,Option B,Option D,Option B,Option A,Option B,Option D,42.0 / 84.0,"(17.0 , 9.0 , 2)"
77,07-08-2021 12:20,phillip_pope5519@nickia.com,60.0 / 84.0,Phillip Pope,phillip_pope4673@iitp.ac.in,7385418219,1401ME14,Option A,Option D,Option B,Option C,,Option C,Option D,,Option A,,,Option A,Option D,Option D,Option B,Option D,Option C,Option D,,Option D,,,Option A,Option D,Option D,Option A,Option C,,60.0 / 84.0,"(20.0 , 0.0 , 8)"
78,07-08-2021 12:20,danny_vince5004@twace.org,57.0 / 84.0,Danny Vince,danny_vince6566@iitp.ac.in,9166452134,1401CS54,Option A,Option D,Option B,,,Option C,Option D,Option D,Option A,,,,,Option D,Option A,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,Option D,,Option A,Option C,Option D,55.0 / 84.0,"(19.0 , 2.0 , 7)"
79,07-08-2021 12:20,dasha_bayliss4549@mafthy.com,69.0 / 84.0,Dasha Bayliss,dasha_bayliss6609@iitp.ac.in,8969721307,1401CS37,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,,Option B,Option B,Option A,Option B,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,66.0 / 84.0,"(23.0 , 3.0 , 2)"
80,07-08-2021 12:20,greta_flanders1891@supunk.biz,78.0 / 84.0,Greta Flanders,greta_flanders6209@iitp.ac.in,8295090510,1401CS27,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option B,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option C,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,76.0 / 84.0,"(26.0 , 2.0 , 0)"
81,07-08-2021 12:20,isla_evans3824@ubusive.com,66.0 / 84.0,Isla Evans,isla_evans9375@iitp.ac.in,7987536236,1401CE52,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,Option C,Option A,Option D,,Option B,Option D,Option C,Option D,Option B,,Option A,,Option A,Option D,Option D,Option A,Option C,Option D,66.0 / 84.0,"(22.0 , 0.0 , 6)"
82,07-08-2021 12:20,emma_neal5103@kideod.biz,78.0 / 84.0,Emma Neal,emma_neal2467@iitp.ac.in,9321420712,1401MM15,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option D,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,77.0 / 84.0,"(26.0 , 1.0 , 1)"
83,07-08-2021 12:20,peter_ross3208@acrit.org,66.0 / 84.0,Peter Ross,peter_ross562@iitp.ac.in,8708328310,1401ME02,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option C,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option A,Option D,Option D,Option C,Option A,Option D,,Option A,Option C,Option B,61.0 / 84.0,"(22.0 , 5.0 , 1)"
84,07-08-2021 12:20,mike_benfield4620@gompie.com,78.0 / 84.0,Mike Benfield,mike_benfield3904@iitp.ac.in,8446904307,1401CS29,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option B,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option C,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,76.0 / 84.0,"(26.0 , 2.0 , 0)"
85,07-08-2021 12:20,abdul_avery2741@qater.org,69.0 / 84.0,Abdul Avery,abdul_avery6637@iitp.ac.in,8780972430,1401CS24,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,,Option B,Option B,Option A,Option B,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,66.0 / 84.0,"(23.0 , 3.0 , 2)"
86,07-08-2021 12:20,benny_harrington8111@deavo.com,69.0 / 84.0,Benny Harrington,benny_harrington52@iitp.ac.in,6309257929,1401CS58,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option D,Option D,Option A,Option B,Option A,Option D,Option B,Option A,Option C,Option D,66.0 / 84.0,"(23.0 , 3.0 , 2)"
87,07-08-2021 12:20,barney_tait1340@joiniaa.com,39.0 / 84.0,Barney Tait,barney_tait8081@iitp.ac.in,8072518213,1401EE25,Option A,Option D,Option B,Option D,Option A,Option C,,Option D,,Option A,,Option C,,Option D,Option B,,Option C,Option D,,Option D,Option D,,,,,Option A,Option B,Option D,34.0 / 84.0,"(13.0 , 5.0 , 10)"
88,07-08-2021 12:20,paige_ulyatt380@gompie.com,75.0 / 84.0,Paige Ulyatt,paige_ulyatt7952@iitp.ac.in,9140719623,1401MM26,Option A,,Option B,Option C,Option A,Option C,Option D,Option D,Option A,Option A,Option D,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,73.0 / 84.0,"(25.0 , 2.0 , 1)"
89,07-08-2021 12:20,bart_foxley7635@grannar.com,63.0 / 84.0,Bart Foxley,bart_foxley5296@iitp.ac.in,8000536540,1401ME43,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,,Option A,,Option A,Option D,,Option B,Option D,Option C,,Option A,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D,62.0 / 84.0,"(21.0 , 1.0 , 6)"
90,07-08-2021 12:20,sebastian_graves6072@mafthy.com,72.0 / 84.0,Sebastian Graves,sebastian_graves6638@iitp.ac.in,7993366878,1401MM14,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option A,Option A,Option A,Option C,Option A,Option D,Option C,Option B,Option D,Option C,Option D,Option B,,Option A,Option A,Option A,Option D,Option B,Option A,Option C,Option D,69.0 / 84.0,"(24.0 , 3.0 , 1)"
91,07-08-2021 12:20,kate_moreno6309@famism.biz,45.0 / 84.0,Kate Moreno,kate_moreno6078@iitp.ac.in,8217364424,1401EE07,,,Option B,Option C,Option B,Option C,,Option D,Option A,,Option C,Option A,,,,Option C,Option C,Option D,,Option D,Option A,Option B,Option A,Option D,Option B,Option B,Option D,Option D,40.0 / 84.0,"(15.0 , 5.0 , 8)"
92,07-08-2021 12:20,bryce_middleton1475@mafthy.com,63.0 / 84.0,Bryce Middleton,bryce_middleton9481@iitp.ac.in,9007261284,1401EE08,,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,,Option A,,,Option B,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,,Option D,Option A,Option D,Option D,61.0 / 84.0,"(21.0 , 2.0 , 5)"
93,07-08-2021 12:20,shannon_graves2816@zorer.org,60.0 / 84.0,Shannon Graves,shannon_graves5533@iitp.ac.in,7903767781,1401CE43,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,,Option A,Option D,Option B,Option B,Option D,Option C,Option D,Option B,Option B,Option A,,Option A,Option D,Option D,Option A,Option C,,58.0 / 84.0,"(20.0 , 2.0 , 6)"
94,07-08-2021 12:20,hadley_hardwick1718@irrepsy.com,54.0 / 84.0,Hadley Hardwick,hadley_hardwick7362@iitp.ac.in,9605776459,1401CS49,Option A,,Option B,Option C,,,Option D,Option D,,,Option D,,Option D,,Option B,Option D,Option C,Option D,,Option D,Option A,Option A,Option A,Option D,Option D,Option A,,Option D,53.0 / 84.0,"(18.0 , 1.0 , 9)"
95,07-08-2021 12:20,danny_walsh8312@atink.com,63.0 / 84.0,Danny Walsh,danny_walsh1751@iitp.ac.in,9305797240,1401EE24,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option A,Option C,Option A,,Option D,,Option D,Option C,Option D,Option A,,Option A,,Option A,Option D,Option D,Option A,Option C,Option D,62.0 / 84.0,"(21.0 , 1.0 , 6)"
96,07-08-2021 12:20,freya_woodley5136@tonsy.org,72.0 / 84.0,Freya Woodley,freya_woodley2755@iitp.ac.in,7905673640,1401MM33,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option C,Option A,Option D,,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,70.0 / 84.0,"(24.0 , 2.0 , 2)"
97,07-08-2021 12:20,harry_myatt9649@mafthy.com,24.0 / 84.0,Harry Myatt,harry_myatt2956@iitp.ac.in,9491719589,1401EE28,,,,,,,Option D,,Option A,,,Option A,Option D,Option D,,,,,Option B,Option D,,Option A,,,,,,,24.0 / 84.0,"(8.0 , 0.0 , 20)"
98,07-08-2021 12:20,ronald_curtis7143@sveldo.biz,33.0 / 84.0,Ronald Curtis,ronald_curtis1897@iitp.ac.in,8639640099,1401ME46,Option A,Option D,Option B,Option C,,Option C,,,,Option A,,,Option B,,,,,Option D,,,Option D,,Option A,Option D,,Option A,,Option D,31.0 / 84.0,"(11.0 , 2.0 , 15)"
99,07-08-2021 12:20,sadie_zaoui5756@zorer.org,21.0 / 84.0,Sadie Zaoui,sadie_zaoui4316@iitp.ac.in,6376333030,1401CE49,,,,,Option B,,Option D,Option D,,,,Option A,,,,,,,,Option D,,Option A,Option A,,,,,,21.0 / 84.0,"(7.0 , 0.0 , 21)"
100,07-08-2021 12:20,morgan_hope4379@sheye.org,75.0 / 84.0,Morgan Hope,morgan_hope6783@iitp.ac.in,9667971993,1401EE79,Option A,Option D,Option B,Option C,Option B,Option C,,,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,,Option D,75.0 / 84.0,"(25.0 , 0.0 , 3)"
101,07-08-2021 12:20,clarissa_forester6810@jiman.org,78.0 / 84.0,Clarissa Forester,clarissa_forester9084@iitp.ac.in,7070481498,1401MM38,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option D,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,77.0 / 84.0,"(26.0 , 1.0 , 1)"
102,07-08-2021 12:20,jack_eagle8939@kideod.biz,48.0 / 84.0,Jack Eagle,jack_eagle2359@iitp.ac.in,8875053023,1401ME12,Option D,Option B,Option B,Option D,Option B,Option C,Option D,,Option C,Option A,Option C,Option A,Option C,,Option B,Option D,Option D,Option D,Option C,Option C,Option A,Option C,Option A,Option D,Option B,Option A,Option C,Option D,38.0 / 84.0,"(16.0 , 10.0 , 2)"
103,07-08-2021 12:20,elijah_dwyer337@extex.org,75.0 / 84.0,Elijah Dwyer,elijah_dwyer1585@iitp.ac.in,8486468159,1401ME25,Option B,Option D,Option B,Option C,Option B,,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,74.0 / 84.0,"(25.0 , 1.0 , 2)"
104,07-08-2021 12:20,greta_strong3159@qater.org,42.0 / 84.0,Greta Strong,greta_strong3619@iitp.ac.in,9848896111,1401CS18,Option A,Option D,,Option C,,,Option D,,Option A,Option A,,Option A,,Option D,Option B,,Option C,Option D,,Option D,,Option A,,Option D,,,,,42.0 / 84.0,"(14.0 , 0.0 , 14)"
105,07-08-2021 12:20,adalind_williams8082@vetan.org,54.0 / 84.0,Adalind Williams,adalind_williams7367@iitp.ac.in,8127089773,1401EE75,Option A,Option D,Option B,Option C,,Option C,Option D,Option A,,Option A,Option B,Option A,Option D,,Option B,Option D,Option C,,Option C,,Option A,,Option C,Option D,Option D,Option A,Option C,Option D,50.0 / 84.0,"(18.0 , 4.0 , 6)"
106,07-08-2021 12:20,gemma_pickard8326@twipet.com,75.0 / 84.0,Gemma Pickard,gemma_pickard1406@iitp.ac.in,9420438981,1401EE77,,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,,,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,75.0 / 84.0,"(25.0 , 0.0 , 3)"
107,07-08-2021 12:20,daria_button4309@tonsy.org,39.0 / 84.0,Daria Button,daria_button7507@iitp.ac.in,7417855988,1401ME16,Option A,Option D,Option B,,,Option C,Option A,,,Option B,,,,Option D,Option B,,Option C,Option D,Option A,Option D,Option A,Option B,Option B,Option D,,Option A,,Option D,34.0 / 84.0,"(13.0 , 5.0 , 10)"
108,07-08-2021 12:20,maxwell_york7876@cispeto.com,60.0 / 84.0,Maxwell York,maxwell_york4924@iitp.ac.in,8905815834,1401CB23,Option A,Option D,Option B,Option C,,Option C,Option D,,Option A,Option A,,Option A,,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,,Option C,Option D,,Option A,Option C,Option B,58.0 / 84.0,"(20.0 , 2.0 , 6)"
109,07-08-2021 12:20,rocco_becker4340@grannar.com,72.0 / 84.0,Rocco Becker,rocco_becker740@iitp.ac.in,7992457313,1401CS13,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option D,Option C,Option A,Option B,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D,70.0 / 84.0,"(24.0 , 2.0 , 2)"
110,07-08-2021 12:20,cynthia_spencer8232@corti.com,72.0 / 84.0,Cynthia Spencer,cynthia_spencer4827@iitp.ac.in,8723965414,1401ME82,Option B,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option D,Option A,Option C,Option D,Option B,Option A,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,68.0 / 84.0,"(24.0 , 4.0 , 0)"
111,07-08-2021 12:20,roger_patel7041@fuliss.net,57.0 / 84.0,Roger Patel,roger_patel3296@iitp.ac.in,9359110162,1401CE37,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,,,Option D,Option A,Option D,,Option B,Option B,Option C,Option A,,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,53.0 / 84.0,"(19.0 , 4.0 , 5)"
112,07-08-2021 12:20,harmony_sheldon6480@vetan.org,69.0 / 84.0,Harmony Sheldon,harmony_sheldon8130@iitp.ac.in,8639818783,1401CS43,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,Option A,Option A,Option C,Option A,,Option D,Option B,,Option C,Option D,Option B,Option D,,Option A,Option A,Option D,Option B,Option A,Option C,Option D,68.0 / 84.0,"(23.0 , 1.0 , 4)"
113,07-08-2021 12:20,carl_utterson975@eirey.tech,84.0 / 84.0,Carl Utterson,carl_utterson3743@iitp.ac.in,7620749557,1401CS69,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,84.0 / 84.0,"(28.0 , 0.0 , 0)"
114,07-08-2021 12:20,mason_antcliff7345@dionrab.com,42.0 / 84.0,Mason Antcliff,mason_antcliff3972@iitp.ac.in,7670928811,1401ME20,Option A,Option D,Option B,Option C,,,Option D,,Option A,Option A,,Option A,,Option D,Option B,,Option C,Option A,,Option D,Option D,Option A,,,Option D,Option B,,,39.0 / 84.0,"(14.0 , 3.0 , 11)"
115,07-08-2021 12:20,willow_neal6966@jiman.org,57.0 / 84.0,Willow Neal,willow_neal8321@iitp.ac.in,9576047554,1401CE30,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,,Option A,Option D,,Option B,,Option C,Option D,Option B,,Option B,Option B,Option A,Option D,Option D,Option A,Option C,Option D,55.0 / 84.0,"(19.0 , 2.0 , 7)"
116,07-08-2021 12:20,crystal_gregory5018@nanoff.biz,78.0 / 84.0,Crystal Gregory,crystal_gregory3734@iitp.ac.in,9588599285,1401EE62,Option A,Option D,Option B,Option C,Option D,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option A,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,76.0 / 84.0,"(26.0 , 2.0 , 0)"
117,07-08-2021 12:20,ruby_slater9354@jiman.org,57.0 / 84.0,Ruby Slater,ruby_slater6230@iitp.ac.in,9758067388,1401CS45,Option A,,Option B,Option C,Option B,,Option D,Option D,,,,,Option D,Option D,Option B,Option D,Option C,Option D,,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,,57.0 / 84.0,"(19.0 , 0.0 , 9)"
118,07-08-2021 12:20,ally_thompson2548@sveldo.biz,45.0 / 84.0,Ally Thompson,ally_thompson2478@iitp.ac.in,8002718556,1401EE70,Option A,,Option B,Option C,Option B,Option C,Option D,Option A,Option B,,Option B,Option A,Option B,Option A,Option B,Option D,Option C,Option D,Option B,,,Option C,Option A,Option D,,Option A,,Option B,38.0 / 84.0,"(15.0 , 7.0 , 6)"
119,07-08-2021 12:20,morgan_beal9512@bungar.biz,54.0 / 84.0,Morgan Beal,morgan_beal9668@iitp.ac.in,9774546207,1401CS57,Option B,Option D,Option A,Option C,Option B,Option C,Option D,Option D,,Option A,Option D,Option A,,,,,Option C,Option D,Option B,,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option B,50.0 / 84.0,"(18.0 , 4.0 , 6)"
120,07-08-2021 12:20,john_lunt3430@extex.org,81.0 / 84.0,John Lunt,john_lunt2341@iitp.ac.in,7689836697,1401CS04,,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,81.0 / 84.0,"(27.0 , 0.0 , 1)"
121,07-08-2021 12:20,iris_higgs815@fuliss.net,75.0 / 84.0,Iris Higgs,iris_higgs1039@iitp.ac.in,8349062649,1401MM07,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option C,Option A,,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,74.0 / 84.0,"(25.0 , 1.0 , 2)"
122,07-08-2021 12:20,rick_gallacher8057@sheye.org,36.0 / 84.0,Rick Gallacher,rick_gallacher8679@iitp.ac.in,9398155240,1401CB44,Option A,Option D,Option C,Option C,Option D,Option A,Option D,Option A,Option C,Option A,Option B,Option A,Option C,Option B,Option B,Option B,Option C,Option A,Option D,Option D,Option B,Option A,Option B,Option D,Option B,Option C,Option C,Option B,20.0 / 84.0,"(12.0 , 16.0 , 0)"
123,07-08-2021 12:20,kirsten_wills1597@mafthy.com,60.0 / 84.0,Kirsten Wills,kirsten_wills414@iitp.ac.in,7717734086,1401CE34,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,,Option A,Option D,Option A,Option D,,Option B,Option B,Option C,Option A,,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option B,56.0 / 84.0,"(20.0 , 4.0 , 4)"
124,07-08-2021 12:20,percy_pearce2305@joiniaa.com,60.0 / 84.0,Percy Pearce,percy_pearce629@iitp.ac.in,9142398511,1401CS36,Option A,Option D,Option B,Option C,Option A,Option C,Option D,Option D,Option A,Option B,Option C,Option D,Option D,Option A,,,Option C,Option D,Option C,Option B,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,54.0 / 84.0,"(20.0 , 6.0 , 2)"
125,07-08-2021 12:20,alexander_russell2799@supunk.biz,45.0 / 84.0,Alexander Russell,alexander_russell464@iitp.ac.in,7357326331,1401CE17,Option C,,Option B,Option C,,Option C,Option D,,,Option A,,Option A,Option D,,Option B,,Option C,Option D,,,Option A,,Option A,Option D,,Option A,Option C,,44.0 / 84.0,"(15.0 , 1.0 , 12)"
126,07-08-2021 12:20,tony_miller1076@atink.com,57.0 / 84.0,Tony Miller,tony_miller7610@iitp.ac.in,9024880198,1401CS52,Option D,Option D,Option A,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option D,Option A,,,,,Option C,Option D,Option B,,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option B,53.0 / 84.0,"(19.0 , 4.0 , 5)"
127,07-08-2021 12:20,ethan_armstrong1582@deons.tech,72.0 / 84.0,Ethan Armstrong,ethan_armstrong1070@iitp.ac.in,6397307289,1401MM10,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option C,Option A,Option D,Option A,Option D,Option D,,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,70.0 / 84.0,"(24.0 , 2.0 , 2)"
128,07-08-2021 12:20,vera_butler3964@tonsy.org,63.0 / 84.0,Vera Butler,vera_butler2840@iitp.ac.in,8875226534,1401CS53,Option A,,Option B,Option C,Option A,Option C,Option D,Option D,Option A,,,Option A,Option D,Option D,Option B,Option D,Option C,,Option B,Option D,Option A,Option A,,Option D,Option B,Option A,Option C,Option D,61.0 / 84.0,"(21.0 , 2.0 , 5)"
129,07-08-2021 12:20,bart_hobson5944@famism.biz,48.0 / 84.0,Bart Hobson,bart_hobson2414@iitp.ac.in,6396904442,1401CE18,Option A,Option D,Option B,Option D,Option B,Option B,Option A,Option D,,Option D,Option C,,Option B,Option D,Option B,Option C,Option C,Option D,,Option B,Option A,,Option A,Option D,Option B,Option A,Option C,Option D,40.0 / 84.0,"(16.0 , 8.0 , 4)"
130,07-08-2021 12:20,bristol_walsh3851@hourpy.biz,42.0 / 84.0,Bristol Walsh,bristol_walsh3787@iitp.ac.in,9693978732,1401EE55,Option A,,,Option C,,Option C,Option D,,,,,Option A,Option D,,Option B,,Option C,Option D,,,Option D,Option A,Option A,Option D,,Option A,,Option D,41.0 / 84.0,"(14.0 , 1.0 , 13)"
131,07-08-2021 12:20,alessandra_verdon4405@twipet.com,51.0 / 84.0,Alessandra Verdon,alessandra_verdon4734@iitp.ac.in,9381908591,1401EE78,Option A,,Option B,Option C,Option B,,,Option D,Option A,Option B,Option D,,Option D,Option D,Option B,,Option C,Option D,Option B,,Option A,,Option A,,Option D,Option A,,Option D,49.0 / 84.0,"(17.0 , 2.0 , 9)"
132,07-08-2021 12:20,lucas_nicolas3074@ovock.tech,63.0 / 84.0,Lucas Nicolas,lucas_nicolas7835@iitp.ac.in,8129420468,1401CS76,Option A,Option D,Option B,Option C,Option A,Option C,Option D,Option D,Option A,Option A,Option C,,,Option D,Option B,Option D,,Option D,Option B,,Option A,,Option A,Option D,Option D,Option A,,Option D,62.0 / 84.0,"(21.0 , 1.0 , 6)"
133,07-08-2021 12:20,lucas_doherty1964@sheye.org,57.0 / 84.0,Lucas Doherty,lucas_doherty1187@iitp.ac.in,9065379225,1401MM35,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option C,Option B,Option C,Option C,Option C,Option C,Option C,Option B,Option D,Option C,Option D,Option B,Option C,Option A,Option C,Option A,Option D,Option B,Option A,Option C,Option D,48.0 / 84.0,"(19.0 , 9.0 , 0)"
134,07-08-2021 12:20,johnny_rogers1029@cispeto.com,30.0 / 84.0,Johnny Rogers,johnny_rogers2420@iitp.ac.in,9968172960,1401CS03,,,,,,Option C,Option D,Option D,Option D,,,,Option B,Option D,,,Option C,,,,,Option A,Option A,Option D,,Option A,Option A,Option D,27.0 / 84.0,"(10.0 , 3.0 , 15)"
135,07-08-2021 12:20,rick_larkin2774@brety.org,69.0 / 84.0,Rick Larkin,rick_larkin7261@iitp.ac.in,9607707440,1401CS08,Option A,Option A,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option B,Option A,Option A,Option B,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option C,Option A,Option C,Option D,64.0 / 84.0,"(23.0 , 5.0 , 0)"
136,07-08-2021 12:20,tony_wilkinson9122@typill.biz,69.0 / 84.0,Tony Wilkinson,tony_wilkinson3069@iitp.ac.in,9660715113,1401CS62,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,,Option B,Option D,Option A,Option B,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,66.0 / 84.0,"(23.0 , 3.0 , 2)"
